# swipe-paths v1 — layout qwerty(keyWidth 40, rowHeight 54). Sinh bởi SwipeDecoderTests.kt (SWIPE_WRITE_FIXTURE=1). word<TAB>top1 Kotlin<TAB>x,y;x,y…
do	do	110.76,85.75;118.73,84.68;129.23,85.40;139.26,78.83;154.15,77.30;166.47,76.08;183.08,72.61;197.29,70.21;209.89,64.18;229.07,60.61;245.17,57.01;261.76,54.69;275.14,54.20;291.85,50.01;302.52,45.03;320.30,41.88;329.33,38.20;339.66,38.33;347.72,35.43
gi	gi	197.05,68.22;216.98,62.96;231.08,60.53;246.71,54.67;259.98,48.05;276.09,41.16;286.64,39.15;297.41,35.84;306.58,35.17
mot	mot	327.18,147.73;332.96,126.90;334.96,115.91;341.72,100.80;338.88,83.68;343.45,69.04;340.51,54.60;332.53,45.98;310.64,33.98;301.18,29.73;286.11,26.72;269.45,23.20;255.20,17.09;236.33,15.29;219.10,14.63;207.75,8.96;191.64,10.07;179.98,5.42;171.77,5.46
se	se	75.54,83.90;79.90,74.21;80.09,58.16;81.10,40.28;83.26,33.23
duoc	duoc	103.97,97.19;119.22,87.27;133.62,83.69;146.77,78.05;163.23,72.18;179.04,66.45;191.14,63.08;207.09,51.91;225.20,49.57;236.94,42.18;250.79,33.96;262.05,32.81;272.29,31.04;293.43,17.22;309.73,8.50;320.64,0.00;308.50,9.14;298.89,17.06;288.04,23.40;276.34,33.63;264.49,40.76;250.02,52.61;235.40,65.05;219.11,74.77;209.39,81.10;199.31,95.22;185.45,100.89;177.84,108.66;170.64,114.93
va	va	199.06,139.33;185.01,130.91;171.64,125.98;153.15,126.75;137.77,122.56;122.82,118.10;106.76,113.88;87.87,106.86;75.68,107.76;62.39,106.08;49.76,102.03;41.33,99.60
lam	lam	357.59,83.19;339.92,82.43;328.62,85.09;311.76,80.82;297.69,82.85;279.69,81.57;262.90,81.09;246.27,81.81;225.44,79.59;207.95,80.66;192.28,80.45;171.95,78.92;153.84,81.48;135.44,76.11;118.54,74.25;104.02,79.52;90.80,72.83;77.92,78.81;67.39,77.19;55.19,78.36;65.96,82.58;86.74,87.26;101.24,87.44;118.90,89.57;136.61,91.45;155.55,96.17;171.09,95.89;192.30,100.60;209.14,104.16;231.70,106.92;248.78,108.11;268.03,109.07;279.06,112.46;291.98,112.15;303.72,115.46;312.90,115.76
phai	phai	374.73,24.33;366.11,25.86;356.45,30.36;347.88,36.66;336.08,39.72;320.86,46.13;310.95,52.76;294.74,56.74;282.59,62.12;264.67,70.25;250.28,71.34;232.87,75.49;220.47,78.25;205.54,79.58;193.51,81.50;172.17,81.52;156.00,80.97;138.80,83.49;117.41,83.87;102.23,84.23;86.97,82.37;68.83,84.04;60.37,85.58;49.47,81.15;34.70,75.39;47.44,72.86;66.46,65.62;77.75,64.32;90.18,58.84;110.46,60.65;126.13,55.24;142.68,49.42;161.66,46.62;180.29,43.43;198.95,39.17;213.88,32.81;232.22,32.18;249.03,30.12;261.56,24.31;271.61,20.68;284.00,18.97;291.54,17.93
nguoi	nguoi	269.28,134.58;261.10,123.48;246.13,119.65;229.24,111.40;217.21,100.56;204.04,93.82;200.98,85.71;199.67,74.25;207.45,67.52;215.93,55.37;229.59,43.72;241.88,32.04;255.32,28.20;267.09,26.76;283.14,23.28;299.03,24.62;313.65,24.19;325.13,26.20;335.49,21.14;326.27,25.07;310.92,21.24;295.74,24.96
roi	roi	142.83,24.40;161.46,26.16;175.04,27.07;187.85,26.13;207.28,26.89;224.16,24.59;242.36,22.00;257.94,26.00;274.57,24.37;293.83,21.86;305.14,22.29;317.65,20.86;333.00,24.99;341.96,22.93;354.42,21.74;335.43,26.37;315.13,30.02;298.58,31.51
cho	co	142.86,118.27;160.26,108.95;171.57,105.82;182.04,94.96;196.23,87.86;209.45,82.45;223.31,72.61;235.33,65.83;250.70,63.55;261.02,56.80;275.25,52.10;286.72,46.49;302.59,42.89;309.93,36.60;320.72,33.96;330.27,30.28
nay	nay	296.77,126.22;286.12,123.88;276.90,122.69;263.84,121.65;250.31,120.41;236.14,115.21;215.37,113.13;201.41,111.19;183.01,105.68;164.76,108.10;146.39,103.71;129.62,101.78;110.38,95.48;93.11,95.37;78.68,89.82;64.33,88.49;56.19,84.60;37.03,77.58;41.50,67.32;51.19,64.04;61.23,63.41;74.90,53.36;87.20,50.61;106.44,50.15;124.30,46.06;139.70,40.43;160.45,33.35;176.37,33.71;193.18,29.26;207.76,28.10;216.15,23.10;225.01,22.36
day	day	103.74,92.24;80.73,86.46;62.80,84.93;41.25,81.70;29.75,76.46;21.34,72.82;28.05,64.40;48.01,58.84;58.94,54.53;75.37,51.83;92.70,50.97;112.45,46.78;127.22,43.99;143.95,38.07;156.63,37.15;178.62,34.24;191.38,32.08;208.91,28.11;222.09,26.10
con	con	156.03,132.77;164.93,128.60;173.04,121.39;185.25,113.70;196.22,105.55;210.96,96.83;226.58,87.66;240.46,79.78;258.60,73.87;271.07,67.28;290.10,53.68;306.26,46.81;316.11,42.79;326.05,41.71;335.64,31.87;343.28,28.28;352.84,32.66;352.11,43.02;346.32,52.43;336.65,65.24;326.40,83.15;317.45,99.39;299.83,106.94;291.02,123.09;284.29,133.81;279.48,142.45
em	em	95.27,24.80;106.91,30.51;116.80,36.41;127.31,38.52;141.08,44.81;154.45,51.78;170.03,59.02;183.25,64.20;198.98,73.57;214.48,80.92;231.44,83.60;247.81,88.93;257.65,97.06;271.45,103.14;284.59,109.67;297.30,117.84;308.06,117.97;314.65,127.48;322.36,126.21
ong	ong	332.76,25.13;329.42,34.98;323.23,44.74;323.80,63.33;319.32,77.43;315.82,95.81;311.66,109.86;305.20,124.27;292.79,139.62;284.36,141.83;274.88,131.44;261.88,122.17;250.67,109.63;238.43,96.34;230.86,84.76;223.74,77.82
sao	sao	69.09,66.12;36.58,74.62;45.64,77.83;60.56,73.36;71.20,72.52;81.88,69.55;97.72,66.35;109.68,65.50;122.72,62.81;138.26,59.85;153.98,56.06;173.72,54.79;190.38,53.51;206.53,47.56;225.38,42.26;237.94,40.26;254.77,38.10;269.21,34.16;284.04,33.12;301.41,32.82;310.22,29.11;324.79,25.72;342.82,22.20;351.76,21.24
biet	biet	247.07,134.24;252.16,126.37;256.46,116.77;266.51,102.89;274.20,85.54;284.49,74.53;289.57,57.69;295.31,41.75;292.64,33.13;284.05,23.60;270.87,13.59;254.16,9.05;242.32,8.37;224.94,8.92;206.46,6.38;188.07,6.09;169.80,4.79;154.87,1.50;134.82,2.59;121.90,3.09;110.33,3.26;98.09,3.08;121.75,15.78;142.60,17.88;159.94,22.83;171.23,25.29
no	no	268.50,131.01;273.63,124.45;276.24,112.02;286.91,103.36;294.39,92.23;306.17,80.45;315.88,68.44;323.07,53.19;333.26,46.34;337.29,39.36
noi	noi	289.77,115.95;297.92,98.51;304.87,85.97;312.80,68.19;320.62,55.73;327.31,42.29;331.51,33.65;330.37,24.42;322.52,22.76;306.40,27.56;291.47,33.77
the	the	182.75,33.42;192.59,41.15;208.28,51.85;218.40,61.67;233.32,74.87;242.17,83.12;234.23,80.56;216.62,70.86;204.04,64.72;188.55,58.76;170.62,50.31;155.39,40.73;143.38,33.94;126.45,28.51;118.36,22.60;103.79,18.87;97.31,12.89
voi	voi	199.91,150.71;211.14,140.75;223.93,133.79;235.17,125.09;251.91,114.19;265.52,105.66;280.70,93.65;291.86,82.50;307.02,73.03;319.00,65.76;328.42,56.14;334.93,49.73;343.19,46.64;341.70,36.62;327.20,32.40;309.58,35.06;296.55,34.91
lai	lai	353.65,88.52;333.49,88.29;322.51,89.59;307.86,89.77;293.97,86.53;278.92,87.25;261.08,89.72;243.29,85.74;223.48,85.33;204.66,86.94;188.17,89.01;168.75,85.40;154.12,84.22;135.55,83.33;117.64,80.74;96.33,82.92;87.21,81.96;74.04,80.92;63.69,80.59;50.19,76.34;39.22,75.94;48.01,66.89;58.42,65.37;74.13,60.45;89.25,58.55;100.37,57.51;116.26,51.73;136.94,48.58;157.41,47.51;176.76,45.71;196.82,40.87;213.48,39.95;232.43,37.28;249.58,33.62;266.36,32.62;275.08,30.12;286.82,28.21;296.45,26.88
ra	ra	149.55,26.93;134.54,31.57;116.09,43.51;103.36,40.73;86.09,46.62;71.69,49.93;59.27,56.54;52.47,56.92
vay	vay	214.59,129.21;205.47,127.24;193.10,131.86;180.91,128.99;166.53,123.04;149.24,122.83;128.42,120.80;114.04,114.20;96.80,115.64;78.19,110.86;62.41,108.74;50.85,107.02;40.42,102.95;33.86,96.24;36.70,88.55;49.36,82.71;62.50,76.55;73.68,75.22;93.00,66.75;106.42,60.91;127.25,61.04;144.45,52.94;157.60,48.77;175.33,42.01;190.99,36.81;206.04,31.57;223.67,27.83
cau	cau	161.58,120.32;152.24,117.59;138.25,113.55;120.49,110.13;101.27,107.80;81.63,98.49;64.46,97.34;51.51,91.50;44.68,86.57;51.77,77.44;66.98,70.53;79.16,68.21;93.19,61.68;107.20,63.46;125.09,58.07;137.52,51.16;156.03,45.49;173.18,50.48;191.23,38.50;206.09,38.17;218.39,36.30;237.02,31.74;247.58,31.79;253.66,25.49;264.25,25.11
cai	cai	172.90,154.26;163.44,147.69;149.00,141.69;137.68,137.13;118.53,130.97;98.07,124.11;85.65,113.73;66.52,109.34;52.75,101.84;43.74,92.46;43.57,82.25;51.32,77.76;61.01,70.68;72.59,68.00;86.31,66.51;101.47,62.32;118.65,58.25;132.18,56.16;150.62,52.00;167.00,50.78;185.12,46.46;205.11,40.98;221.18,38.50;236.34,39.52;254.90,38.05;265.20,33.73;278.27,33.20;286.37,29.08;295.55,29.84
de	de	138.52,69.81;130.54,58.72;122.92,47.80;112.09,34.41;107.11,27.87
nao	nao	288.22,135.24;278.77,132.97;267.75,134.61;255.80,132.79;237.78,127.69;225.95,126.53;203.92,125.16;183.69,120.63;164.67,114.38;148.70,113.13;127.34,109.27;109.02,109.92;95.23,106.58;77.36,102.12;67.06,97.39;57.02,92.46;46.90,87.01;44.93,78.53;54.76,80.49;67.21,72.59;79.19,69.95;94.01,68.94;109.32,65.88;121.71,62.99;138.55,59.92;158.78,55.93;174.79,54.66;194.42,51.60;209.87,47.29;227.37,43.11;248.25,43.85;261.57,42.17;282.38,39.36;297.13,35.68;312.08,35.25;323.51,33.08;336.29,29.69;348.51,29.07;353.14,28.43
dang	dang	127.24,91.77;115.86,90.51;95.53,87.17;70.43,89.50;50.53,85.25;40.53,89.51;50.56,94.15;59.53,93.81;69.51,97.90;81.99,103.23;95.70,103.49;113.58,105.62;127.77,111.97;145.29,112.11;166.05,118.09;183.32,121.18;202.17,121.87;216.84,125.92;236.69,127.20;249.60,127.46;261.42,129.97;274.15,135.34;284.30,130.80;270.45,112.92;256.83,107.47;239.21,100.39;223.48,88.22;206.62,79.49;198.12,74.41
muon	muon	308.60,141.92;304.04,129.30;298.66,122.72;294.10,108.13;281.86,92.28;276.33,76.50;266.60,61.42;260.44,47.51;259.38,33.73;265.60,21.03;279.22,18.05;297.13,15.57;316.75,13.11;334.72,14.30;348.16,20.25;355.11,27.56;352.27,35.04;350.58,43.73;346.47,56.29;334.90,69.02;325.78,84.70;314.65,95.47;304.66,106.67;303.72,117.23;294.85,125.18
trong	trong	178.85,26.46;164.69,22.57;140.47,23.07;123.14,19.53;133.92,17.29;147.68,16.48;160.36,16.51;170.19,15.37;189.05,14.54;207.31,9.86;223.69,9.46;239.76,7.24;259.93,5.20;276.52,6.14;293.55,7.76;307.73,10.83;319.99,10.87;329.59,11.48;339.78,25.99;342.59,35.70;337.08,47.98;333.34,60.01;325.42,77.09;317.58,90.96;303.99,105.12;293.47,120.01;284.37,127.20;278.22,141.83;269.53,142.73;256.81,141.29;251.19,129.70;241.04,123.27;229.40,112.05;219.44,94.53;213.08,85.66;207.97,75.48
ay	ay	40.90,82.94;58.14,75.34;68.36,73.15;85.57,71.22;103.35,65.91;119.49,60.88;136.63,55.18;151.93,52.00;168.99,43.85;180.45,41.22;195.99,34.30;207.31,32.89;213.97,31.43
ma	ma	318.91,134.54;302.48,130.52;292.86,127.42;280.92,122.25;267.17,123.94;248.74,123.76;234.72,115.16;219.36,112.56;200.38,111.58;185.71,105.06;166.04,103.84;150.48,98.99;132.55,96.51;117.74,90.69;101.36,85.29;90.44,80.32;76.62,80.78;61.33,79.97;52.09,77.33;41.47,74.40;34.15,71.70
nhu	nhu	269.16,124.47;263.56,118.04;248.64,108.58;240.93,97.09;229.00,86.64;223.16,72.13;227.69,63.99;234.38,54.30;241.72,42.55;252.73,31.92;257.70,27.95
nhung	nhung	267.86,146.50;263.66,138.31;258.63,128.53;249.91,116.99;242.06,107.31;238.56,95.03;239.79,81.81;231.77,63.09;233.76,45.25;231.23,30.67;233.56,21.09;242.67,19.15;246.28,31.83;249.89,48.72;262.23,63.07;263.39,80.37;270.73,96.15;274.64,111.40;280.19,126.36;279.59,134.96;272.29,140.21;253.53,125.95;242.34,119.62;225.83,105.53;213.48,97.68;204.24,86.01;196.24,78.42
dau	dau	110.36,77.30;94.19,81.01;72.36,86.23;54.21,93.28;41.02,96.49;58.85,92.48;70.03,86.44;81.09,85.29;97.68,77.80;109.07,75.34;124.33,69.16;136.56,60.19;154.47,56.36;172.39,49.84;184.63,46.11;203.38,39.41;213.88,35.74;228.15,31.52;240.22,25.67;256.46,21.29
chuyen	chuyen	159.98,147.58;165.83,140.71;175.73,130.92;188.04,121.83;198.57,113.22;215.29,104.77;225.89,94.44;235.74,82.56;243.32,74.68;254.11,64.46;263.73,54.00;264.43,40.75;264.52,30.46;258.78,23.47;252.38,35.65;242.38,43.80;225.53,48.14;209.91,47.43;196.83,43.64;179.95,39.92;161.80,40.23;139.36,37.42;120.23,34.42;106.35,32.20;92.13,27.87;85.05,32.35;92.50,39.31;102.27,44.56;112.71,53.97;124.37,58.24;140.19,64.94;156.26,73.55;171.61,82.79;188.42,86.53;203.91,93.74;220.73,101.22;232.31,107.44;250.09,115.17;257.94,121.10;269.78,123.91;276.51,126.87
den	den	127.24,79.11;115.56,71.06;100.77,60.31;86.04,47.85;76.32,36.24;85.37,36.00;95.38,43.96;105.95,49.57;115.20,53.51;125.19,58.29;144.99,70.06;158.73,76.25;174.42,86.74;191.25,90.45;203.93,98.34;218.29,108.73;234.68,113.63;244.35,120.57;256.49,126.76;269.13,133.68;273.81,135.03
khi	kho	304.30,71.45;293.32,72.96;275.61,74.70;262.40,77.86;240.81,78.47;228.13,76.00;241.10,62.93;254.83,59.00;269.61,52.45;285.09,43.99;300.74,38.06;311.88,32.66;321.63,29.30
chi	chi	160.16,122.10;170.53,119.01;178.39,111.79;189.74,107.21;201.69,99.59;215.42,87.27;228.06,81.04;239.18,71.17;253.17,66.98;267.89,55.31;279.63,47.74;292.32,42.95;303.88,33.15;309.92,31.38
ca	ca	156.51,125.56;144.27,124.83;133.19,117.44;121.00,116.22;107.73,109.68;94.26,101.64;80.34,97.25;67.30,92.03;56.62,87.96;48.26,84.38
gio	gi	189.36,74.16;206.57,67.26;220.63,62.92;233.60,52.84;249.51,46.13;262.89,41.53;273.21,35.58;288.88,32.17;296.37,27.21;312.11,19.95;323.49,17.36
ho	ho	260.78,98.12;267.17,91.41;276.43,83.59;290.04,76.89;304.04,69.91;315.36,55.46;329.75,51.95;341.31,41.83;345.85,37.22
thoi	toi	184.03,21.88;192.34,32.91;200.21,44.38;203.79,57.06;217.55,73.44;230.40,74.54;239.02,72.48;253.52,67.98;265.89,64.66;279.61,57.06;297.09,51.24;315.38,43.65;326.60,34.22;335.45,24.59;347.72,21.42;334.72,20.61;316.69,26.71;304.72,29.79
ve	ve	187.27,141.56;175.36,124.80;169.82,116.08;159.80,101.66;148.87,87.88;138.82,75.02;131.78,61.78;120.61,50.52;115.63,37.84;108.74,26.92;102.26,20.70
thay	thay	182.42,37.74;190.07,44.89;205.92,50.30;220.94,59.58;234.56,68.79;241.52,75.27;230.45,83.31;218.13,84.98;206.13,86.90;190.17,87.52;173.50,86.85;155.80,87.96;134.19,87.03;117.15,85.66;100.89,87.06;80.84,87.46;65.46,85.16;54.30,86.14;41.29,89.86;31.91,82.15;42.59,80.75;50.40,74.99;59.77,71.90;77.00,68.89;94.71,64.39;109.01,60.23;124.69,54.42;144.24,52.76;164.70,49.36;182.37,45.44;193.99,42.76;207.17,38.82;220.63,34.39;229.94,34.99
thi	thi	187.43,18.76;197.51,26.31;209.46,31.74;221.46,40.51;233.79,49.09;251.46,55.59;272.20,52.39;279.55,39.10;284.83,28.13
ai	ai	48.61,104.73;65.02,96.92;73.00,94.47;87.11,92.92;102.71,88.21;118.04,83.58;128.86,77.61;146.11,74.89;166.50,69.46;180.84,63.83;194.43,60.01;211.85,56.73;229.03,50.91;241.92,44.24;268.94,37.84;277.88,36.64;286.59,34.76;295.17,31.41
cac	cac	177.66,135.92;168.56,130.95;159.13,125.26;144.43,120.09;127.14,110.94;112.61,101.30;95.40,92.48;77.06,82.96;67.17,79.95;50.79,75.80;44.36,64.63;54.21,68.67;63.54,73.08;79.65,82.19;94.75,87.37;108.84,95.41;126.37,104.95;143.22,109.74;157.38,117.37;173.70,125.38;182.27,128.19;190.34,133.84
cung	chung	155.29,152.36;163.05,146.91;171.90,138.74;176.67,127.29;186.61,114.57;199.86,101.69;208.34,89.56;222.22,79.39;234.31,63.83;242.46,54.25;251.56,46.70;261.62,41.62;273.85,50.49;274.34,70.17;274.65,87.35;273.24,103.07;270.57,124.29;269.68,133.11;264.26,140.75;249.98,128.21;239.46,116.75;227.23,103.60;220.33,92.19;211.96,83.59
han	han	236.94,70.00;226.67,67.24;216.02,73.59;205.49,72.01;184.73,75.26;170.27,74.02;152.17,77.62;132.53,77.56;112.82,78.59;95.13,80.63;82.68,83.53;66.28,82.46;54.84,85.76;39.32,88.89;46.89,92.78;57.54,101.74;69.32,99.50;81.39,100.42;99.58,107.30;112.11,105.37;130.15,109.78;149.50,111.31;168.26,112.02;183.81,115.53;202.82,116.73;217.29,120.57;235.61,120.18;247.99,121.76;257.51,124.12;265.37,124.76
vao	vao	179.58,122.91;170.61,118.05;157.72,117.31;143.76,108.30;128.45,104.28;106.81,98.50;88.34,92.23;71.68,87.87;57.83,82.37;45.72,78.03;46.36,66.65;54.68,61.77;63.06,67.09;71.50,62.40;91.50,59.56;107.14,58.22;120.46,58.25;137.41,57.76;152.84,58.07;166.94,54.94;187.14,53.27;205.64,52.82;220.44,55.35;241.42,58.61;256.24,54.12;274.33,55.16;287.55,55.18;304.52,53.80;314.56,56.31;325.50,54.82;338.63,55.13;344.09,54.02
bi	bi	239.63,127.32;246.43,115.58;248.29,104.62;256.90,90.47;260.95,76.37;269.83,60.52;275.38,47.07;281.60,30.24;286.41,20.67;289.77,12.88
neu	neu	274.62,131.56;264.34,127.57;257.40,116.97;248.20,116.02;229.99,105.78;218.43,99.47;200.18,88.38;185.27,80.13;172.46,72.57;154.44,62.99;138.48,55.16;129.00,44.11;117.46,37.84;108.60,34.75;99.56,24.73;110.73,23.50;122.11,19.61;133.40,26.90;152.37,25.87;172.67,31.55;192.10,36.73;207.81,40.05;224.93,46.78;237.39,46.87;247.69,49.05
nghi	nghi	278.74,130.37;270.70,127.10;255.48,122.10;239.66,120.88;221.60,116.13;204.94,110.75;192.61,103.96;179.10,102.55;173.59,96.61;181.98,88.57;197.32,82.60;214.11,77.31;226.70,71.74;241.41,66.22;253.26,61.88;264.11,54.73;277.63,47.47;287.48,46.07;296.19,38.39
that	that	170.29,15.36;176.96,20.21;189.94,32.92;207.75,43.33;222.66,55.28;233.18,62.91;240.48,76.84;234.44,84.17;217.53,85.95;206.12,89.53;191.73,89.73;173.80,93.11;154.88,92.26;136.60,94.11;114.64,92.20;96.89,93.55;79.92,94.58;66.48,93.02;54.46,92.35;47.74,86.12;48.53,77.25;59.70,66.67;71.78,62.99;88.24,55.57;104.74,47.58;121.03,37.51;136.86,28.45;155.04,23.39;164.51,15.74;172.96,14.39
minh	minh	332.34,130.12;327.44,121.36;324.91,107.38;321.55,96.22;314.78,78.80;308.27,61.51;302.05,47.10;300.48,34.63;294.73,27.04;286.62,38.05;285.37,51.05;285.38,72.16;280.88,90.71;282.08,106.15;279.03,118.07;281.51,127.84;267.05,126.11;259.61,116.73;250.43,103.33;239.89,90.74;233.90,80.74
can	can	163.28,132.96;155.68,129.09;141.58,122.65;123.75,119.68;106.26,111.43;87.29,102.45;69.65,98.48;50.95,92.67;37.29,83.83;27.63,80.03;35.83,79.06;46.22,77.47;57.61,82.50;69.07,84.56;86.69,86.23;102.83,88.67;114.38,88.18;134.24,91.76;153.66,94.30;173.45,100.33;189.22,103.82;204.20,106.15;220.53,109.57;233.80,110.69;249.68,112.70;260.75,115.86;272.17,120.17;280.52,119.64
nua	nua	260.93,124.85;264.20,117.06;268.75,103.90;271.79,88.28;277.27,69.04;277.72,49.53;280.04,35.92;275.38,24.36;265.33,18.62;256.53,16.00;246.65,19.61;235.52,18.51;223.30,20.22;208.75,20.62;194.09,25.52;178.73,30.82;161.66,37.98;145.64,40.63;126.24,43.60;113.55,48.98;96.96,55.80;84.59,58.45;68.37,60.05;58.89,69.60;45.75,68.16;35.20,73.77;28.33,75.05
rat	rat	134.75,19.56;126.50,26.68;115.43,33.71;105.44,41.65;88.21,53.00;74.39,65.17;57.26,74.50;49.14,84.80;40.45,88.96;50.74,85.80;69.03,79.13;81.01,71.67;96.25,63.76;112.29,58.39;128.99,49.35;145.25,37.93;163.37,32.55;173.39,27.61;181.56,24.92
vi	vi	190.18,150.62;199.16,138.53;215.09,130.48;222.09,121.26;233.18,109.37;247.51,99.09;259.80,85.19;273.23,73.47;281.15,63.65;293.79,50.39;303.39,46.39;312.66,37.30;317.46,31.46
viec	viec	182.96,127.92;195.49,116.60;209.03,108.67;226.48,95.16;237.71,89.05;252.88,75.84;268.50,64.68;279.03,57.32;288.40,48.63;291.40,34.09;279.68,28.35;263.70,23.25;248.98,20.82;233.56,18.45;214.73,16.49;194.02,14.24;175.67,12.25;156.16,13.10;144.44,14.08;126.45,17.79;117.11,18.79;108.45,21.92;106.08,29.74;107.94,39.84;113.69,52.82;120.40,66.67;131.52,83.51;141.27,96.81;150.21,110.42;158.73,123.29;162.73,128.49
chu	cu	173.27,126.53;183.61,112.90;195.11,100.91;205.37,86.98;215.13,78.57;219.25,68.21;232.48,58.63;242.97,51.67
dieu	dieu	119.80,77.04;140.43,73.74;152.79,67.55;170.26,63.85;190.97,58.95;205.17,54.73;225.98,47.39;240.96,45.44;254.63,39.89;267.30,35.25;275.29,30.54;261.66,25.60;252.35,27.25;235.71,26.93;214.01,26.19;195.25,22.40;173.74,29.00;157.56,28.50;137.29,27.16;121.14,26.42;108.49,31.65;99.63,28.46;116.01,24.22;131.05,25.76;147.77,23.46;166.48,21.60;185.92,17.47;202.92,13.55;222.09,10.79;237.84,10.62;252.33,10.50;265.47,6.15;273.24,6.93
chua	cua	163.57,118.86;170.85,114.00;182.79,113.50;190.46,108.35;205.61,95.81;216.08,93.09;229.10,84.05;234.71,76.93;247.32,65.34;253.81,50.30;259.04,34.42;248.57,28.78;236.64,30.52;215.74,32.18;203.54,32.49;186.75,38.99;171.02,43.27;154.49,50.32;138.22,53.22;120.63,56.62;103.18,65.61;89.37,68.35;73.55,71.56;62.21,74.07;51.41,76.16;44.27,78.76
len	len	359.14,82.47;349.70,79.94;339.42,82.70;326.75,74.69;312.72,73.07;300.34,72.75;281.44,65.96;266.50,63.07;249.97,62.41;231.22,59.14;216.49,52.79;196.02,50.26;180.42,46.51;164.86,44.56;148.90,44.03;138.08,40.06;127.61,40.49;113.25,38.77;105.63,41.31;117.24,50.07;127.75,57.80;141.12,63.11;159.43,70.83;176.05,75.95;196.20,81.35;209.47,92.14;225.37,96.86;240.85,102.26;250.42,107.16;259.00,111.73
su	su	92.82,74.88;107.30,68.96;118.57,62.56;130.28,54.68;147.76,52.10;158.92,45.08;174.22,40.08;191.39,33.00;206.15,25.02;223.17,21.11;230.38,12.13;246.51,11.74;252.76,6.51;261.44,5.06
xin	xin	106.56,158.09;114.65,153.77;119.94,145.36;131.37,140.48;140.59,130.59;152.00,118.06;161.42,110.23;179.00,96.77;192.97,89.41;204.35,78.74;217.19,65.99;231.78,55.19;246.69,45.89;257.45,34.54;270.65,27.89;278.28,16.06;287.92,11.72;297.46,4.99;305.10,1.31;318.84,4.36;322.34,12.83;320.96,22.41;314.32,41.96;310.73,58.85;303.99,80.00;297.69,98.67;291.57,111.97;285.60,129.11;283.63,135.36
